idCliente;idRegiao;primeiroNome;nomeMeio;ultimoNome;dataNascimento;estadoCivil;sexo;email;endereco;telefone
18875;71;Devin;A;Watson;1944-11-23;M;M;devin62@adventure-works.com;5728 Thames Dr;739-555-0110
18876;300;Luke;NULL;Chen;1945-02-15;M;M;luke15@adventure-works.com;8432 Sierra Madre;982-555-0198
18877;299;Evan;NULL;Hall;1951-07-03;M;M;evan47@adventure-works.com;2152 Roan Lane;142-555-0153
18878;310;Mallory;M;Ramos;1951-10-16;M;F;mallory4@adventure-works.com;3271 Norse Ct;295-555-0171
18879;310;Garrett;J;Morgan;1958-03-22;M;M;garrett17@adventure-works.com;2964 St. George Dr.;830-555-0197
18880;536;Jarrod;NULL;Sanchez;1946-09-04;M;M;jarrod19@adventure-works.com;1417 Roosevelt Avenue;175-555-0161
18881;546;Kimberly;NULL;James;1946-08-07;M;F;kimberly11@adventure-works.com;800 Treeline Drive;311-555-0111
18882;63;Dalton;C;Hayes;1947-01-31;M;M;dalton68@adventure-works.com;7311 Blackridge Dr.;138-555-0196
18883;51;Jonathan;NULL;Garcia;1982-12-05;S;M;jonathan70@adventure-works.com;983 St. Dunstan Ct.;516-555-0154
18884;60;Bryan;NULL;Reed;1982-12-17;S;M;bryan21@adventure-works.com;5071 Stonehedge Dr.;391-555-0123
18885;10;Cara;NULL;Ma;1953-12-22;S;F;cara11@adventure-works.com;6062 Sudden Loop;1 (11) 500 555-0184
18886;607;Donald;E;McDonald;1983-06-10;S;M;donald7@adventure-works.com;2309 Mt. Olivet Ct.;164-555-0155
18887;607;Kari;NULL;Hernandez;1982-11-21;S;F;kari24@adventure-works.com;5486 Maria Vega Court;318-555-0161
18888;623;Devin;NULL;Powell;1983-06-17;S;M;devin47@adventure-works.com;6920 Brook Hollow Ct.;397-555-0152
18889;627;Katelyn;NULL;Murphy;1982-09-14;S;F;katelyn14@adventure-works.com;1250 Sierra Ridge;714-555-0164
18890;634;Lauren;NULL;Blue;1982-11-30;M;F;lauren5@adventure-works.com;3127 Terrace;983-555-0112
18891;298;Megan;S;James;1983-03-10;M;F;megan45@adventure-works.com;4912 La Vuelta;677-555-0130
18892;310;Chase;K;Howard;1983-05-16;S;M;chase11@adventure-works.com;4496 Hurlstone Ct.;133-555-0121
18893;329;Devin;I;White;1982-12-13;S;M;devin11@adventure-works.com;9549 Roxbury Drive;808-555-0131
18894;345;Eric;O;Allen;1983-03-21;S;M;eric62@adventure-works.com;4478 W Lake Drive;507-555-0146
18895;28;Marco;NULL;Madan;1960-08-13;M;M;marco8@adventure-works.com;6675 Andrea Lane;1 (11) 500 555-0177
18896;31;Jonathan;NULL;Russell;1954-09-13;M;M;jonathan19@adventure-works.com;3698 Driftwood Court;1 (11) 500 555-0149
18897;15;Russell;NULL;Black;1955-02-04;M;M;russell23@adventure-works.com;7805 Roslyn Drive;1 (11) 500 555-0117
18898;15;Monica;H;Chandra;1961-03-10;S;F;monica2@adventure-works.com;6456 Eagle Way;1 (11) 500 555-0186
18899;29;Glenn;NULL;Liu;1955-10-26;M;M;glenn5@adventure-works.com;8186 St. Michael Drive;1 (11) 500 555-0146
18900;12;Mathew;L;Torres;1956-04-06;M;M;mathew7@adventure-works.com;6939 E. 8th St.;1 (11) 500 555-0197
18901;19;Connor;C;Shan;1962-09-05;S;M;connor26@adventure-works.com;8049 Jefferson Street;1 (11) 500 555-0188
18902;35;Steve;R;Chen;1962-08-12;M;M;steve6@adventure-works.com;3972 Almond Drive;1 (11) 500 555-0125
18903;18;Louis;NULL;Zeng;1957-05-26;S;M;louis16@adventure-works.com;1700 C Street;1 (11) 500 555-0194
18904;358;Emma;J;Thomas;1986-04-12;S;F;emma10@adventure-works.com;3923 Montgomery Ave.;684-555-0120
18905;627;Samuel;NULL;Adams;1985-04-01;S;M;samuel44@adventure-works.com;3518 Black Pine Lane;161-555-0157
18906;30;Adrienne;NULL;Gutierrez;1957-10-11;S;F;adrienne7@adventure-works.com;8857 Sunshine;1 (11) 500 555-0110
18907;22;Priscilla;NULL;Nara;1957-11-15;M;F;priscilla15@adventure-works.com;6929 Citrus Ave.;1 (11) 500 555-0118
18908;24;Krystal;NULL;Sun;1960-02-14;S;F;krystal13@adventure-works.com;1378 California St.;1 (11) 500 555-0120
18909;33;Jodi;A;Chavez;1960-12-10;S;F;jodi15@adventure-works.com;9189 Shady Ln.;1 (11) 500 555-0192
18910;536;Marco;NULL;Perez;1981-04-26;S;M;marco20@adventure-works.com;4144 Tahoe Place;368-555-0196
18911;626;Elijah;NULL;McDonald;1980-12-19;S;M;elijah47@adventure-works.com;7333 Alderwood Lane;145-555-0139
18912;626;Tyler;NULL;Williams;1981-04-15;M;M;tyler6@adventure-works.com;6361 Appalachia Dr.;451-555-0115
18913;301;Jesse;NULL;Stewart;1981-05-06;M;M;jesse26@adventure-works.com;6938 Harbor View Dr.;119-555-0123
18914;301;Felicia;L;Ruiz;1981-01-12;S;F;felicia2@adventure-works.com;7538 Adobe Dr;536-555-0198
18915;316;Sydney;NULL;Gonzalez;1980-07-04;M;F;sydney58@adventure-works.com;6474 Helen Ave.;131-555-0112
18916;352;Christian;B;Moore;1979-08-03;S;M;christian41@adventure-works.com;802 Leonard Ct;858-555-0139
18917;372;Jonathan;E;Nelson;1979-09-08;M;M;jonathan38@adventure-works.com;8150 Ryan Rd.;173-555-0187
18918;641;Jacqueline;NULL;Ross;1979-06-25;M;F;jacqueline4@adventure-works.com;2927 Woodside Court;572-555-0180
18919;59;Eduardo;J;Hernandez;1979-05-17;S;M;eduardo26@adventure-works.com;5778 Mt Tri-state Court;961-555-0194
18920;355;Jonathan;NULL;Young;1978-11-16;S;M;jonathan47@adventure-works.com;2372 Cardinet Dr.;192-555-0178
18921;627;Rachel;R;Bailey;1978-09-22;S;F;rachel36@adventure-works.com;177 Bancroft Road;901-555-0154
18922;53;Madeline;B;Gonzalez;1979-03-05;S;F;madeline8@adventure-works.com;3091 Hickory Drive;721-555-0130
18923;609;Cassandra;NULL;Kapoor;1979-04-22;M;F;cassandra1@adventure-works.com;9903 Clearland Circle;218-555-0141
18924;322;Rachel;C;Williams;1979-05-21;S;F;rachel4@adventure-works.com;7936 Solano Dr.;762-555-0116
18925;60;Haley;L;Griffin;1981-11-09;M;F;haley40@adventure-works.com;6416 Co Road;164-555-0180
18926;57;Alexandre;NULL;Lobao;1981-09-25;M;M;alexandre1@adventure-works.com;5448 Near Drive;609-555-0151
18927;51;Arianna;D;Cox;1981-08-05;S;F;arianna32@adventure-works.com;71 Flora Ave;238-555-0185
18928;10;Carmen;L;Prasad;1971-08-22;M;F;carmen12@adventure-works.com;6478 Pierce Ct;1 (11) 500 555-0137
18929;30;Donald;NULL;Garcia;1960-12-14;S;M;donald16@adventure-works.com;8798 Valley Manor;1 (11) 500 555-0163
18930;40;Katelyn;NULL;Richardson;1961-04-15;S;F;katelyn8@adventure-works.com;5493 Gonzalez Ct;1 (11) 500 555-0155
18931;27;Rosa;NULL;She;1962-06-13;M;F;rosa23@adventure-works.com;2674 Ridge Circle;1 (11) 500 555-0129
18932;16;Carl;NULL;Chande;1969-07-31;M;M;carl14@adventure-works.com;9901 East Lake Court;1 (11) 500 555-0115
18933;609;Kelli;NULL;Huang;1985-08-30;S;F;kelli6@adventure-works.com;9570 Royal Links Ct;871-555-0190
18934;642;Jeremiah;U;Moore;1979-08-22;S;M;jeremiah1@adventure-works.com;9791 Harvard Court;187-555-0192
18935;331;Jasmine;S;Jenkins;1971-11-15;M;F;jasmine47@adventure-works.com;1239 Linnet Court;182-555-0195
18936;385;Morgan;NULL;Collins;1971-07-11;S;F;morgan2@adventure-works.com;9236 Hanson Lane;607-555-0114
18937;348;Ian;D;Reed;1962-08-10;S;M;ian87@adventure-works.com;579 Mepham Dr.;791-555-0194
18938;322;Lucas;J;Lopez;1962-11-30;M;M;lucas44@adventure-works.com;445 Banyan Way;369-555-0176
18939;385;Hunter;NULL;McDonald;1962-09-24;S;M;hunter6@adventure-works.com;3224 Pome Court;666-555-0142
18940;547;Seth;NULL;Bell;1963-04-16;M;M;seth85@adventure-works.com;5445 Tice Valley Blvd.;737-555-0162
18941;536;Philip;S;Torres;1962-09-05;M;M;philip12@adventure-works.com;3704 Greendell Rd.;861-555-0133
18942;298;Billy;NULL;Ortega;1962-11-19;M;M;billy22@adventure-works.com;7134 Oakwood Cir;737-555-0114
18943;634;Kaitlyn;T;Hall;1963-02-01;S;F;kaitlyn21@adventure-works.com;8113 Pepper Drive;733-555-0189
18944;54;Marcus;A;Taylor;1961-11-03;S;M;marcus9@adventure-works.com;8681 Harvard Court;948-555-0174
18945;335;Marcus;NULL;Cox;1961-12-21;M;M;marcus86@adventure-works.com;6535 Gilardy Dr.;764-555-0116
18946;310;Brandon;NULL;Simmons;1967-08-05;M;M;brandon12@adventure-works.com;9183 J Ave;624-555-0150
18947;336;Devin;NULL;Bryant;1961-11-04;S;M;devin55@adventure-works.com;6239 Monti Dr.;288-555-0116
18948;311;Sydney;NULL;Bailey;1967-03-13;M;F;sydney9@adventure-works.com;4352 Marclair Dr.;880-555-0151
18949;548;Jackson;NULL;Hall;1937-12-30;S;M;jackson52@adventure-works.com;3353 Mayhew Way;258-555-0177
18950;54;Lauren;NULL;Alexander;1970-10-22;S;F;lauren65@adventure-works.com;5629 San Francisco;345-555-0173
18951;64;Dalton;T;Jones;1971-06-14;S;M;dalton3@adventure-works.com;9975 Haynes Court;249-555-0126
18952;545;Chloe;NULL;Hernandez;1971-04-22;M;F;chloe16@adventure-works.com;2335 Elkwood Drive;526-555-0167
18953;298;Mya;A;Patterson;1976-10-20;S;F;mya12@adventure-works.com;3994 Revision Drive;125-555-0121
18954;322;Dalton;R;Young;1970-11-23;S;M;dalton24@adventure-works.com;1685 Greenbelt Way;981-555-0138
18955;352;Justin;NULL;Jones;1967-08-19;S;M;justin34@adventure-works.com;4174 Tara St.;638-555-0114
18956;358;Sara;W;Howard;1967-10-15;S;F;sara12@adventure-works.com;4730 Peterson Place;141-555-0158
18957;612;Mackenzie;NULL;Lopez;1967-10-08;S;F;mackenzie42@adventure-works.com;9982 San Ramon Road;856-555-0145
18958;307;Natalie;NULL;Sanchez;1968-01-15;S;F;natalie1@adventure-works.com;5336 Roberts Ct;858-555-0150
18959;71;Seth;NULL;Morris;1967-08-04;S;M;seth89@adventure-works.com;6816 Detroit Ave.;600-555-0112
18960;347;Marcus;NULL;Johnson;1968-04-03;S;M;marcus1@adventure-works.com;9882 Clay Rde;969-555-0195
18961;63;Jeremiah;D;Henderson;1968-03-04;S;M;jeremiah28@adventure-works.com;6075 Lake Nadine Pl.;162-555-0111
18962;310;Seth;R;Parker;1968-06-23;M;M;seth44@adventure-works.com;8552 Stillwater Court;420-555-0174
18963;635;Amber;M;Collins;1967-08-02;M;F;amber2@adventure-works.com;737 Castle Rock Road;328-555-0180
18964;343;Thomas;M;Gonzalez;1966-09-06;S;M;thomas45@adventure-works.com;17 Chestnut;638-555-0111
18965;315;Richard;A;Turner;1972-10-12;M;M;richard33@adventure-works.com;3739 Donald Dr;702-555-0179
18966;299;Carly;NULL;Rai;1948-04-16;M;F;carly15@adventure-works.com;3978 Spring Hill Dr.;822-555-0113
18967;338;Xavier;L;Clark;1948-01-22;M;M;xavier17@adventure-works.com;5180 Lacorso;465-555-0149
18968;54;Isaiah;NULL;Lopez;1953-04-11;M;M;isaiah36@adventure-works.com;4372 Carpetta Circle;159-555-0157
18969;626;Anna;L;Cox;1948-01-09;M;F;anna15@adventure-works.com;5 Edwards Ave.;491-555-0113
18970;338;Jason;G;Roberts;1949-02-08;M;M;jason34@adventure-works.com;4252 Alpine Rd.;654-555-0146
18971;54;Wyatt;F;Moore;1948-08-11;M;M;wyatt8@adventure-works.com;384 Price Lane;895-555-0181
18972;60;Benjamin;C;Butler;1948-08-06;M;M;benjamin15@adventure-works.com;8153 Shoe St.;117-555-0115
18973;302;Kate;NULL;Yuan;1948-12-07;M;F;kate5@adventure-works.com;8316 La Salle St.;501-555-0171
18974;331;James;J;Rodriguez;1948-11-22;M;M;james93@adventure-works.com;2987 Turner Dr.;782-555-0113
18975;334;Samuel;K;Bryant;1955-05-13;M;M;samuel17@adventure-works.com;4714 Zulu Court;385-555-0123
18976;539;Garrett;NULL;Howard;1949-10-19;S;M;garrett16@adventure-works.com;1760 Dubne Court;135-555-0153
18977;536;Jackson;S;Wang;1950-02-14;M;M;jackson26@adventure-works.com;5901 Buckthorn Court;660-555-0162
18978;52;Isaiah;NULL;Morgan;1955-08-04;M;M;isaiah12@adventure-works.com;8034 Cancroft Road;474-555-0163
18979;372;Noah;E;Taylor;1949-09-18;M;M;noah49@adventure-works.com;6647 Reva Dr;122-555-0116
18980;539;Sophia;NULL;Hernandez;1950-04-16;M;F;sophia16@adventure-works.com;9067 Indigo Ct.;116-555-0153
18981;352;Savannah;S;Watson;1949-10-25;M;F;savannah7@adventure-works.com;1711 La Mar Ct;713-555-0111
18982;623;Kyle;NULL;Baker;1950-10-05;S;M;kyle46@adventure-works.com;2118 Little Dr.;685-555-0144
18983;361;Destiny;NULL;Price;1956-10-16;M;F;destiny48@adventure-works.com;3761 Cancroft Road;625-555-0171
18984;618;Shelby;J;Rivera;1962-02-08;S;F;shelby17@adventure-works.com;2530 Seeno St;844-555-0115
18985;612;Paige;A;Bailey;1950-07-21;M;F;paige40@adventure-works.com;9534 Country View Lane;572-555-0175
18986;68;Robert;R;Roberts;1951-01-09;S;M;robert47@adventure-works.com;9165 San Vincente Dr.;646-555-0161
18987;547;Hunter;NULL;Adams;1950-08-13;M;M;hunter40@adventure-works.com;6641 Morgan Territory Rd.;135-555-0180
18988;322;Courtney;A;Baker;1950-07-05;S;F;courtney13@adventure-works.com;8727 Buena Vista Ave.;133-555-0128
18989;302;Cindy;NULL;Suri;1956-10-16;M;F;cindy1@adventure-works.com;3761 Canning Road;330-555-0173
18990;609;Amanda;A;Henderson;1951-08-22;M;F;amanda26@adventure-works.com;8719 Wilbur Drive;442-555-0182
18991;611;Evan;H;Cook;1951-10-30;M;M;evan22@adventure-works.com;3315 Providence Dr.;600-555-0142
18992;338;David;W;Perry;1952-04-17;M;M;david40@adventure-works.com;3316 Ringing Dr;663-555-0184
18993;299;Kevin;L;Ross;1952-05-13;M;M;kevin8@adventure-works.com;7153 Bellord Ct;824-555-0115
18994;618;Jackson;J;Allen;1958-11-17;M;M;jackson46@adventure-works.com;9890 Bloching Circle;461-555-0171
18995;298;Melissa;A;Gray;1952-10-29;S;F;melissa28@adventure-works.com;4956 Norcross Lane;734-555-0132
18996;383;Katherine;NULL;Turner;1953-05-12;M;F;katherine53@adventure-works.com;5277 Steven Way;915-555-0169
18997;642;Eric;NULL;King;1952-09-05;M;M;eric59@adventure-works.com;6556 Gilly Lane;922-555-0113
18998;546;Aidan;NULL;Bennett;1953-05-06;M;M;aidan1@adventure-works.com;9685 La Vista Ave.;493-555-0174
18999;543;Mackenzie;NULL;Watson;1952-10-21;M;F;mackenzie7@adventure-works.com;4234 Second Avenue;130-555-0197
19000;70;Makayla;NULL;Blue;1959-11-09;M;F;makayla12@adventure-works.com;3005 Potomac Drive;674-555-0196
19001;70;Fernando;NULL;Brown;1953-08-23;M;M;fernando4@adventure-works.com;1873 Mt. Whitney Dr;963-555-0129
19002;637;Alexis;R;Thompson;1954-04-07;M;F;alexis13@adventure-works.com;5665 Myrtle Drive;194-555-0153
19003;347;Jared;L;Stewart;1965-06-04;M;M;jared24@adventure-works.com;8006 Mark Twain Dr.;905-555-0188
19004;359;Ian;D;Rogers;1959-08-31;M;M;ian86@adventure-works.com;3576 Silver Cypress Ct.;104-555-0193
19005;637;Lauren;NULL;Peterson;1954-09-24;S;F;lauren15@adventure-works.com;9535 Pear Dr.;804-555-0144
19006;536;Leslie;NULL;Martin;1955-10-18;M;F;leslie0@adventure-works.com;805 Stonyhill Circle;622-555-0196
19007;545;Mackenzie;NULL;Sanchez;1961-09-08;M;F;mackenzie26@adventure-works.com;3142 Meadow Glen Way;256-555-0121
19008;642;Hailey;F;Murphy;1955-11-08;S;F;hailey6@adventure-works.com;4837 Melrose Place;610-555-0178
19009;299;Arianna;A;Watson;1961-10-20;M;F;arianna21@adventure-works.com;678 Acardia Pl;180-555-0112
19010;311;Naomi;NULL;Ortega;1955-12-06;M;F;naomi21@adventure-works.com;8868 Sudan Loop;237-555-0193
19011;326;Maria;M;Cook;1956-02-06;M;F;maria5@adventure-works.com;5818 San Rafael;484-555-0164
19012;372;Oscar;C;Bryant;1955-10-11;M;M;oscar4@adventure-works.com;3802 Glenmount Dr.;930-555-0134
19013;385;Amanda;G;Phillips;1956-05-07;S;F;amanda49@adventure-works.com;9873 Willow Avenue;242-555-0111
19014;53;Jonathan;J;Hernandez;1957-01-02;M;M;jonathan48@adventure-works.com;2966 St. George Dr.;215-555-0172
19015;59;Thomas;J;Griffin;1962-02-07;M;M;thomas23@adventure-works.com;1889 String Drive;813-555-0168
19016;310;Sierra;NULL;Wright;1957-04-25;M;F;sierra17@adventure-works.com;1005 Fremont Street;485-555-0178
19017;310;Zoe;L;Brooks;1957-03-10;M;F;zoe1@adventure-works.com;1567 W Lake Drive;678-555-0110
19018;314;Nicole;NULL;Gray;1962-11-07;M;F;nicole41@adventure-works.com;1314 Westover Dr.;667-555-0155
19019;352;Jackson;NULL;Gonzales;1962-09-05;M;M;jackson19@adventure-works.com;4446 Walnut Lane;893-555-0174
19020;315;Jack;L;Flores;1963-03-12;S;M;jack12@adventure-works.com;279 Inverness Drive;737-555-0162
19021;635;Melissa;R;Russell;1963-11-18;S;F;melissa15@adventure-works.com;4051 Daylight Place;159-555-0182
19022;326;Samantha;L;Wood;1969-04-11;M;F;samantha27@adventure-works.com;152 Mill Road;665-555-0155
19023;345;Arianna;NULL;Powell;1958-03-22;M;F;arianna8@adventure-works.com;4682 Sunset Meadows Ln;445-555-0120
19024;618;Dalton;NULL;Russell;1958-02-03;S;M;dalton66@adventure-works.com;9661 Walnut Blvd.;114-555-0156
19025;545;Aaron;NULL;Roberts;1958-05-05;S;M;aaron37@adventure-works.com;2625 Fremont St.;114-555-0110
19026;49;Logan;J;Hayes;1958-05-06;S;M;logan23@adventure-works.com;5464 Olive Ave;758-555-0153
19027;207;Mayra;M;Madan;1963-02-18;S;F;mayra7@adventure-works.com;9bis, rue des Peupliers;1 (11) 500 555-0120
19028;211;Cedric;NULL;Wang;1968-05-22;M;M;cedric1@adventure-works.com;74, rue Descartes;1 (11) 500 555-0182
19029;124;Alicia;S;Andersen;1963-02-10;M;F;alicia11@adventure-works.com;Rehstr 7777;1 (11) 500 555-0122
19030;130;Marco;C;Arun;1973-08-14;M;M;marco7@adventure-works.com;Kulmer Straße 6;1 (11) 500 555-0123
19031;253;Regina;S;Perez;1963-01-10;M;F;regina20@adventure-works.com;6469 Climbing Dr.;1 (11) 500 555-0129
19032;253;Katrina;NULL;Andersen;1962-10-13;S;F;katrina11@adventure-works.com;9838 Stallion Way;1 (11) 500 555-0189
19033;203;Omar;NULL;Lin;1962-03-01;S;M;omar7@adventure-works.com;57, rue de la Comédie;1 (11) 500 555-0164
19034;117;Tabitha;J;Diaz;1962-04-23;S;F;tabitha22@adventure-works.com;Königsteiner Straße 5;1 (11) 500 555-0146
19035;161;Stanley;C;Schmidt;1962-03-24;M;M;stanley11@adventure-works.com;Postfach 2 66 66;1 (11) 500 555-0121
19036;242;Allen;D;Rana;1960-10-23;M;M;allen9@adventure-works.com;9900 Clearbrook Drive;1 (11) 500 555-0132
19037;264;Marshall;E;Chen;1961-02-10;M;M;marshall1@adventure-works.com;5569 Rubiem Ct.;1 (11) 500 555-0177
19038;171;Joe;NULL;Patel;1960-02-13;S;M;joe7@adventure-works.com;Reiherweg 5074;1 (11) 500 555-0177
19039;213;Melvin;A;Pal;1949-08-11;M;M;melvin10@adventure-works.com;820, avenue de Malakoff;1 (11) 500 555-0183
19040;151;Eugene;J;Sun;1950-03-04;M;M;eugene17@adventure-works.com;Postfach 66 07 00;1 (11) 500 555-0165
19041;196;Autumn;A;Zheng;1950-11-30;S;F;autumn19@adventure-works.com;83, avenue des Champs-Elysées;1 (11) 500 555-0165
19042;127;Ronnie;W;Cai;1956-05-08;M;M;ronnie18@adventure-works.com;Celler Weg 30;1 (11) 500 555-0121
19043;161;Jessica;G;Jones;1950-12-08;M;F;jessica50@adventure-works.com;Wolfgangstraße 62;1 (11) 500 555-0131
19044;255;Cesar;L;Rana;1950-09-29;M;M;cesar10@adventure-works.com;2669 Clark Creek Rd.;1 (11) 500 555-0114
19045;184;Ross;D;Rodriguez;1952-01-31;S;M;ross18@adventure-works.com;2, avenue des Ternes;1 (11) 500 555-0146
19046;158;Shawna;F;Raje;1951-08-11;M;F;shawna15@adventure-works.com;Pascalstr 2;1 (11) 500 555-0113
19047;238;Sydney;A;Walker;1951-09-07;M;F;sydney85@adventure-works.com;4691 West Street;1 (11) 500 555-0193
19048;256;Bryant;S;Raman;1952-04-15;M;M;bryant11@adventure-works.com;5979 Lynwood Drive;1 (11) 500 555-0114
19049;277;Craig;NULL;Gutierrez;1952-04-11;M;M;craig12@adventure-works.com;8486 Kipling Court;1 (11) 500 555-0196
19050;236;Joel;NULL;Chapman;1964-10-21;M;M;joel1@adventure-works.com;9059 Northgate Road;1 (11) 500 555-0168
19051;220;Taylor;M;Henderson;1959-11-17;S;F;taylor30@adventure-works.com;253, rue Lamarck;1 (11) 500 555-0179
19052;186;Kristi;NULL;Kapoor;1959-12-13;M;F;kristi17@adventure-works.com;955, rue Basse-du-Rocher;1 (11) 500 555-0156
19053;133;Gerald;L;Jordan;1960-02-18;S;M;gerald30@adventure-works.com;Lindenalle 4200;1 (11) 500 555-0163
19054;260;Arthur;M;Alonso;1959-12-19;S;M;arthur32@adventure-works.com;8564 Redhead Way;1 (11) 500 555-0173
19055;262;Garrett;NULL;Bailey;1959-10-13;M;M;garrett20@adventure-works.com;2702 Alan Dr.;1 (11) 500 555-0182
19056;218;Carla;C;Van;1959-01-01;M;F;carla7@adventure-works.com;1102, rue Maillard;1 (11) 500 555-0151
19057;135;Joanna;A;Ramos;1964-09-12;M;F;joanna16@adventure-works.com;Celler Weg 4141;1 (11) 500 555-0148
19058;243;Shawn;L;Goel;1958-12-03;M;M;shawn21@adventure-works.com;1025 Holly Oak Drive;1 (11) 500 555-0113
19059;252;George;A;Rodriguez;1958-08-25;M;M;george26@adventure-works.com;526 Oak Street;1 (11) 500 555-0123
19060;265;Stephanie;S;Stone;1958-11-15;M;F;stephanie3@adventure-works.com;780 F Mt Hood Circle;1 (11) 500 555-0180
19061;199;Heather;NULL;Gao;1957-09-07;S;F;heather14@adventure-works.com;98, place de la Concorde;1 (11) 500 555-0150
19062;202;Erica;M;Zhou;1958-03-25;M;F;erica8@adventure-works.com;Attaché de Presse;1 (11) 500 555-0177
19063;224;Gabrielle;NULL;Kelly;1958-05-23;M;F;gabrielle20@adventure-works.com;477, rue des Ecoles;1 (11) 500 555-0194
19064;118;Veronica;C;Madan;1958-06-15;M;F;veronica8@adventure-works.com;Celler Weg 2949;1 (11) 500 555-0191
19065;168;Michele;A;Arun;1957-10-22;M;F;michele62@adventure-works.com;Krönerweg 9249;1 (11) 500 555-0115
19066;238;Dylan;NULL;Sharma;1957-07-22;M;M;dylan29@adventure-works.com;5332 Beauty St;1 (11) 500 555-0164
19067;160;Misty;R;Luo;1956-08-07;M;F;misty7@adventure-works.com;Postfach 55 00 00;1 (11) 500 555-0162
19068;162;Alma;L.;Son;1956-10-07;M;F;alma1@adventure-works.com;Kurfürstenstr 4124;149-555-0100
19069;220;Thomas;NULL;Hall;1961-07-08;M;M;thomas84@adventure-works.com;811, rue Basse-du-Rocher;1 (11) 500 555-0133
19070;245;Kristopher;M;Garcia;1956-03-26;M;M;kristopher13@adventure-works.com;5665 Maywood Lane;1 (11) 500 555-0184
19071;245;Joe;NULL;Jimenez;1955-10-13;M;M;joe29@adventure-works.com;9000 Adobe St;1 (11) 500 555-0179
19072;237;Tamara;E;Lu;1960-01-31;M;F;tamara1@adventure-works.com;8052 Weston Court;1 (11) 500 555-0138
19073;271;Lolan;NULL;Song;1955-03-07;M;M;lolan1@adventure-works.com;1830 Shore Rd.;504-555-0100
19074;180;Colleen;NULL;Shen;1953-11-08;M;F;colleen26@adventure-works.com;9967, rue de Terre Neuve;1 (11) 500 555-0174
19075;201;Brent;NULL;Wu;1953-09-21;M;M;brent6@adventure-works.com;34334, rue des Pyrenees;1 (11) 500 555-0172
19076;189;Jaclyn;NULL;Pal;1953-11-30;M;F;jaclyn36@adventure-works.com;1, rue de la Centenaire;1 (11) 500 555-0147
19077;235;Pedro;D;Prasad;1954-03-10;M;M;pedro9@adventure-works.com;54 Virgil Street;1 (11) 500 555-0196
19078;221;Misty;T;She;1952-08-02;S;F;misty1@adventure-works.com;58, rue des Berges;1 (11) 500 555-0114
19079;222;Brett;NULL;Lopez;1953-02-14;M;M;brett16@adventure-works.com;4, rue Léo Delibes;1 (11) 500 555-0182
19080;182;Ross;J;Vance;1953-03-16;S;M;ross3@adventure-works.com;1881, boulevard Beau Marchais;1 (11) 500 555-0180
19081;131;Leslie;D;Rubio;1953-02-03;M;F;leslie21@adventure-works.com;Am Gallberg 2494;1 (11) 500 555-0155
19082;252;Alvin;NULL;Zhang;1953-02-08;M;M;alvin1@adventure-works.com;9161 Medina Dr.;1 (11) 500 555-0187
19083;36;Steven;T;Rivera;1980-08-09;S;M;steven26@adventure-works.com;8036 Weaver Lane;1 (11) 500 555-0143
19084;11;Colleen;M;Raje;1982-02-10;S;F;colleen37@adventure-works.com;6346 Doyle;1 (11) 500 555-0194
19085;15;Shawna;L;Kumar;1982-04-22;M;F;shawna8@adventure-works.com;8181 Landing Dr.;1 (11) 500 555-0192
19086;8;Tommy;NULL;Chander;1981-05-15;S;M;tommy12@adventure-works.com;243 Pine Dr;1 (11) 500 555-0113
19087;28;Erica;R;Gao;1981-02-15;M;F;erica15@adventure-works.com;1433 Manila Avenue;1 (11) 500 555-0110
19088;33;Rafael;L;Kumar;1980-05-01;S;M;rafael31@adventure-works.com;5405 Glenellen Court;1 (11) 500 555-0197
19089;37;Regina;A;Arthur;1981-04-10;S;F;regina6@adventure-works.com;3796 Keller Ridge;1 (11) 500 555-0144
19090;9;Marshall;NULL;Chander;1979-09-13;S;M;marshall36@adventure-works.com;2459 Blue Jay Dr.;1 (11) 500 555-0147
19091;28;Warren;P;Yuan;1978-08-09;S;M;warren15@adventure-works.com;826 Sycamore Drive;1 (11) 500 555-0144
19092;4;Eric;C;Gonzalez;1979-09-04;S;M;eric51@adventure-works.com;2153 Cloudview Dr.;1 (11) 500 555-0166
19093;32;Tara;J;Ashe;1980-06-18;S;F;tara23@adventure-works.com;1058 Kirker Pass Road;1 (11) 500 555-0172
19094;35;Todd;J;Yang;1978-12-21;S;M;todd6@adventure-works.com;904 Bales Court;1 (11) 500 555-0110
19095;3;Meredith;M;Martinez;1979-05-07;S;F;meredith17@adventure-works.com;4734 Sycamore Court;1 (11) 500 555-0199
19096;33;Douglas;NULL;Suri;1978-04-22;S;M;douglas4@adventure-works.com;8982 Mt. Etna;1 (11) 500 555-0135
19097;6;Mindy;NULL;Pal;1977-01-11;S;F;mindy17@adventure-works.com;291 Ironwood Way;1 (11) 500 555-0131
19098;2;Xavier;NULL;Evans;1978-02-19;M;M;xavier40@adventure-works.com;4884 Maria Vega Court;1 (11) 500 555-0171
19099;17;Sheena;NULL;Deng;1978-05-09;M;F;sheena1@adventure-works.com;984 Talbart St.;1 (11) 500 555-0124
19100;3;Bradley;NULL;Rai;1982-05-28;M;M;bradley20@adventure-works.com;8175 Trinity Ave.;1 (11) 500 555-0124
